Name,Address,Coordinates
Al Jamila Jewelery,,"[58.5446207, 23.5912827]"
Damas,,"[58.5446207, 23.5913166]"
Al Haram,,"[58.5446207, 23.5913485]"
Abdul Hamid Jewelery,,"[58.5446194, 23.5915577]"
Gulf Africa Gem,,"[58.5446233, 23.5916254]"
Gulf Gold,,"[58.5446253, 23.5916625]"
Almass Jewellery,,"[58.5446272, 23.5916995]"
Modern Textiles,,"[58.544578, 23.5917988]"
Shama Stores,,"[58.5445957, 23.5919333]"
Best Shoes,,"[58.5446046, 23.5920235]"
Hassan's,,"[58.5446105, 23.5920623]"
Aspara Stores,,"[58.5446164, 23.592103]"
Kazmiya Trading,,"[58.5446223, 23.5921391]"
Al Kanz Jewelery,,"[58.5446469, 23.5922239]"
Malabar,,"[58.5446617, 23.592307]"
Al Haseena Jewellers,,"[58.5446785, 23.5924279]"
Zahrat Al Baqee Trading,,"[58.5446445, 23.5925547]"
Muscat International Fashion,,"[58.544631, 23.5926958]"
Al Khabori Trading,,"[58.5446266, 23.5927479]"
Zuhair Al Khaburi Trading,,"[58.5446206, 23.5928054]"
East Asia International Trading,,"[58.5446161, 23.5928575]"
Haider Store,,"[58.5445085, 23.5933062]"
Mehdi Store,,"[58.5446722, 23.5934786]"
Al Bait Al Waseet,,"[58.5430083, 23.5900414]"
Land of Duqm Golden Trading,,"[58.5430054, 23.5900191]"
Bright Travels,,"[58.5430024, 23.5899977]"
Methax Sur Contracting,,"[58.5429684, 23.5898282]"
Nasser Bin Mohammed Bin Abu Al Baldushi,,"[58.5429616, 23.5898059]"
Al Ravi for Meat & Chicken Sale,,"[58.542947, 23.5897613]"
Househole Items,,"[58.5429246, 23.5897007]"
Barber Shop,,"[58.5429178, 23.5896802]"
Repairing of Electronics,,"[58.5429051, 23.5896347]"
Al Manjooe Al Watma,,"[58.5428993, 23.5896142]"
Barber Shop,,"[58.5427873, 23.5892823]"
Al Bin Ahmed Bin Ali Al Marthy,,"[58.5427825, 23.5892538]"
Retail of Household Items,,"[58.5427513, 23.5890567]"
Coffee Shop,,"[58.5427309, 23.5889719]"
Ali Doshabeem Garkee,,"[58.5427221, 23.5889425]"
Abu Qaid Trading,,"[58.5427007, 23.5888394]"
Gents Barber Shop,,"[58.5422114, 23.5853634]"
Ladies Tailoring,,"[58.5421893, 23.5853602]"
Designing Curtains,,"[58.5414685, 23.5851142]"
Creative Businesses,,"[58.5405685, 23.5847649]"
Ryboa Haima Trading,,"[58.5404716, 23.5847522]"
Madinat Al Manama,,"[58.5395516, 23.5855403]"
Barber Shop,,"[58.5415784, 23.5878707]"
Cages International,,"[58.5416251, 23.5878656]"
Sahra Muscat,,"[58.5416924, 23.5878587]"
Saif Saud Al Wahrbi,,"[58.5423014, 23.5885599]"
Barber Shop,,"[58.5423061, 23.5885975]"
Ajeeb Trading,,"[58.5423547, 23.5886686]"
Ajeeb Trading,,"[58.5424145, 23.5886592]"
Al Watar Trading,,"[58.5427601, 23.5883578]"
Saleh Bin Marhoon Bin Ali,,"[58.542761, 23.5883398]"
Al Wattar Trading,,"[58.5428881, 23.588291]"
Wholesale of Tabacco Products,,"[58.5429441, 23.5882166]"
House Hold Items,,"[58.5429693, 23.5882106]"
Al Safiat Special Projects,,"[58.5430441, 23.5882071]"
Dora Al Asema United,,"[58.5430618, 23.588202]"
Al Rustan Trading,,"[58.5430814, 23.5881969]"
House Hold Items,,"[58.543144, 23.5881892]"
Saif Bin Majid,,"[58.5431739, 23.5881832]"
Wholesale of Luxuries,,"[58.5432253, 23.5881729]"
United City Line,,"[58.5432954, 23.588184]"
Al Abrar Coffee Shop,,"[58.5433589, 23.588178]"
Ahlam Muscat Trading,,"[58.5434121, 23.5881669]"
Ahlam Muscat,,"[58.5434934, 23.5881592]"
Bin Ahmed Foodstuff,,"[58.5436569, 23.5881489]"
Nasser Bin Hamed Al Jabri,,"[58.5436858, 23.5881464]"
Gulf Union,,"[58.5437148, 23.5881455]"
Al Dayaa Golden Trading,,"[58.5437391, 23.5881438]"
Watches,,"[58.5443393, 23.5938817]"
Fares Al Farsi Trading,,"[58.5437026, 23.5934109]"
Al Sa'adi Medical Supplies,,"[58.5436165, 23.5931784]"
Repairing of Electronic Equipment,,"[58.5435795, 23.593085]"
Ladies Tailoring,,"[58.5435811, 23.5929615]"
Nambeel Bin Nabhan Bin Mohammed Al Rawahi,,"[58.5435715, 23.5929145]"
Textiles & Gents Tailoring,,"[58.5433437, 23.5922538]"
Retail of Household Items,,"[58.543336, 23.5922256]"
Sim Fone Trading,,"[58.5432838, 23.5918931]"
Zaharat Dubai,,"[58.5432547, 23.5917896]"
Reem Barka,,"[58.5432393, 23.5917378]"
Zoom Telecom,,"[58.543194, 23.5916594]"
Meat,,"[58.5431581, 23.5915348]"
Unitel,,"[58.5431529, 23.5914007]"
Royal Phone,,"[58.5431478, 23.5913787]"
Microline,,"[58.5429416, 23.5909655]"
Ocean National,,"[58.542927, 23.5909137]"
Gents Tailoring,,"[58.5429133, 23.5908612]"
Barber Shop,,"[58.5428363, 23.5903758]"
Photo Shop,,"[58.542862, 23.5903522]"
United Business City,,"[58.5428552, 23.5902723]"
Omantel,,"[58.542868, 23.5900747]"
Barnber Shop,,"[58.5428611, 23.5900221]"
Building Materials & Electricity,,"[58.5428569, 23.5899923]"
Ajeeb Trading,,"[58.5424576, 23.5887136]"
Ladies Tailoring,,"[58.5422973, 23.5877121]"
Manadhir Afa Trading,,"[58.5403101, 23.5849151]"
Rawaak Barber Shop,,"[58.5402796, 23.5849286]"
Sale & Repairing of Bicycles,,"[58.5394621, 23.5861205]"
Saidon,,"[58.5394872, 23.5861714]"
Sale of Bicycles,,"[58.5396155, 23.5862421]"
Sale & Repair of Bicycles,,"[58.539634, 23.5863279]"
Lazaward Printing Press,,"[58.5400679, 23.5870126]"
Road Trading,,"[58.5401386, 23.5870894]"
Sulaman Al Madabi,,"[58.5401952, 23.5871631]"
Ranaf Al Khain Printing,,"[58.5404149, 23.5873894]"
Al Saham Trading,,"[58.5404758, 23.5874681]"
Al Saham Trading,,"[58.5405008, 23.587501]"
Sale's of Furniture,,"[58.5420112, 23.5877506]"
Modern City Galmor Enterprises,,"[58.5426695, 23.5883106]"
Import Export,,"[58.5427059, 23.5882168]"
Al Hima United Projects,,"[58.5427308, 23.5881779]"
Crystal Dram Trading,,"[58.5427955, 23.5881248]"
Al Raisi Typing Center,,"[58.5428198, 23.5881229]"
Al Ayad Shopping,,"[58.5436894, 23.5879982]"
Al Yen,,"[58.5437271, 23.5880007]"
Mahesh Mathradas,,"[58.5438632, 23.5879828]"
Al Ambury Trading,,"[58.5438929, 23.5879821]"
Al Etqan Trading,,"[58.5438835, 23.5876413]"
Golden Baskets International,,"[58.5438713, 23.5874208]"
Oman Orient Travel & Tours,,"[58.5437369, 23.5943292]"
Fusion,,"[58.5489693, 23.5915193]"
Fajar Computer,,"[58.5489028, 23.5914748]"
Canon,,"[58.5478852, 23.5909321]"
Blue Sky Computers,,"[58.5479542, 23.5909599]"
Capsoft Computers,,"[58.5480145, 23.5909836]"
I.T. Inn,,"[58.5480772, 23.5910092]"
Muscat Mist,,"[58.548142, 23.591035]"
Digital Sign,,"[58.5482113, 23.5910626]"
Hard Soft Solution,,"[58.5482756, 23.5910882]"
Welcome Computer,,"[58.5483339, 23.5911119]"
Arms Computers,,"[58.5483896, 23.5911346]"
Auto Electrician,,"[58.5473292, 23.590757]"
Maintenence of Electronics,,"[58.5473244, 23.5907171]"
Kenwood,,"[58.5473213, 23.5906718]"
Repair of Electronic Equipment,,"[58.5473174, 23.5906226]"
T Shirt Mart,,"[58.5473128, 23.590569]"
The Star Trading,,"[58.226258, 23.6070058]"
Swiss,,"[58.2263509, 23.6068934]"
Step in Style,,"[58.2263825, 23.6068644]"
Biz Max,,"[58.226403, 23.6068474]"
Al Maskari Computer Services,,"[58.5477724, 23.6031731]"
101 Parathas,,"[58.5508442, 23.5945975]"
Zaki Hamad Al Farsi Trading,,"[58.5505428, 23.5978655]"
Shoexpress,,"[58.5490126, 23.5946778]"
Trade Links & Services,,"[58.5483877, 23.5995491]"
Summit Hotels & Hospitality,,"[58.5483493, 23.6015755]"
Barber Shop,,"[58.5486164, 23.6010268]"
Al Jawari Trading,,"[58.5486776, 23.6009176]"
Al Lulu,,"[58.5483952, 23.5983764]"
Air Asia,,"[58.548351, 23.5984684]"
Omani Travel & Tourism Bureau,,"[58.5482863, 23.5985884]"
Bishara Establishment,,"[58.5481825, 23.5988301]"
Prime Printing Services,,"[58.5478559, 23.5995098]"
Pakistan International Airlines,,"[58.5458891, 23.601666]"
Travel City,,"[58.5479614, 23.5966895]"
Travel Point,,"[58.548026, 23.5967144]"
Egyptair,,"[58.5481996, 23.5967799]"
Jawad Sultan Travel & Tourism,,"[58.548026, 23.5982532]"
United Travel,,"[58.5479478, 23.5983982]"
Global Source Trading,,"[58.547434, 23.5993508]"
Trading Supplies of Catering Items,,"[58.5497824, 23.5995088]"
Al Manthur Trading,,"[58.5499944, 23.5988761]"
Europe Beauty Centre,,"[58.5500428, 23.5987836]"
The Orchid Cosmetics,,"[58.550061, 23.5987428]"
Intisar Fire & Safety Engineering,,"[58.5501135, 23.5986485]"
Air India,,"[58.548351, 23.6004449]"
Jim-C Photo & Framing Studio,,"[58.4961099, 23.6188737]"
Cold Store,,"[58.3601999, 23.5748394]"
Sheela's Beauty Salon,,"[58.4985165, 23.6150226]"
Barbershop,,"[58.5524851, 23.6087543]"
Ironing of Clothing,,"[58.5524798, 23.6087296]"
Al Nouman,,"[58.5446279, 23.5884258]"
Al Badr Al Safi,,"[58.544718, 23.5884513]"
Red Lotus,,"[58.5447537, 23.588461]"
Perfect Furniture,,"[58.5448041, 23.5884768]"
Abu Al Raim,,"[58.5449273, 23.5885193]"
Sama Darsait International,,"[58.5449591, 23.588529]"
Flour Mill,,"[58.5449869, 23.5885363]"
Tailoring,,"[58.5450134, 23.5885436]"
Al Jabel Al Mudaa,,"[58.5450638, 23.5885606]"
Key Making,,"[58.5452135, 23.5886176]"
Beauty Parlour,,"[58.5452758, 23.5886516]"
Abu Al Mamoon Modern Equipment,,"[58.5453288, 23.588657]"
Repair of Shoes,,"[58.5453638, 23.58866]"
Jasim Bin Mohammed Bin Ali Trading,,"[58.5453597, 23.5886868]"
Omantel,,"[58.5453563, 23.5887121]"
Madar Hill Company,,"[58.5449378, 23.5845292]"
Customer Clearance Office,,"[58.5451364, 23.5845559]"
Qabeel Trading,,"[58.5452014, 23.5845523]"
Halliwoon Electronics,,"[58.5452837, 23.5845452]"
Suroor Gulf Commercial Water Technologies,,"[58.5458449, 23.5854874]"
Dar Al Afwaj,,"[58.5458764, 23.5859272]"
Mobitech,,"[58.5458777, 23.5858224]"
Abu Kamila Textiles,,"[58.5458777, 23.5857549]"
Angham Ruwi,,"[58.5458738, 23.5860357]"
4G Service of Computers,,"[58.5458725, 23.5862297]"
Oman Marketing & Services,,"[58.5458725, 23.5863177]"
Shada Al Abyadh,,"[58.5458712, 23.5864165]"
Spotless Dry Cleaning,,"[58.5025382, 23.6213607]"
Maint. & Repair Electronic Items,,"[58.5532327, 23.6077252]"
Tailoring,,"[58.5533657, 23.6075605]"
Gulf Towers Outstanding Food Stuff,,"[58.5535651, 23.6071143]"
Parcel and Gift Wrapping,,"[58.553664, 23.6066582]"
Spectrum,,"[58.5522169, 23.6087983]"
Laundry,,"[58.5522937, 23.6086736]"
Manufacture of Furnishing Articles,,"[58.5523058, 23.6086415]"
Al Joori Flower United,,"[58.5523193, 23.6086106]"
Loading & Unloading of Goods,,"[58.5527007, 23.6079252]"
Screen Printing & Graphics,,"[58.5530727, 23.6076251]"
Zahrat Al Suwaiq Trading,,"[58.553128, 23.6075584]"
Ironing of Clothing,,"[58.5534231, 23.6063752]"
Chocomania,,"[58.4909, 23.6235073]"
Kashkha,,"[58.4909132, 23.6240663]"
Störmer,,"[58.4909121, 23.6241947]"
Apex Press and Printing,,"[58.5487625, 23.6014752]"
Touch Spa,,"[58.3501381, 23.6020096]"
Top Up Shop,,"[58.3796541, 23.6023961]"
Al Nazih,,"[58.4574281, 23.5918958]"
Gents Tailoring,,"[58.4718838, 23.608513]"
Gulf Supply & Services Co.,,"[58.4543761, 23.6013867]"
Carpet Curtain Furniture,,"[58.389229, 23.5930181]"
Curtains Cutting,,"[58.3859413, 23.5936871]"
Sell Dates & Honey,,"[58.3859483, 23.5936332]"
Laundry,,"[58.3795775, 23.5953892]"
Laundry,,"[58.3714735, 23.5935369]"
Computer Service,,"[58.3705612, 23.5937596]"
Land Rover,,"[58.3789906, 23.5901213]"
Print Plus,,"[58.3771773, 23.5906017]"
Dhefer Automotive Service,,"[58.3641387, 23.5918113]"
Noor Shopping,,"[58.363647, 23.5930061]"
Sale of Motor Vehicle Accessories,,"[58.5473094, 23.5905218]"
Barber Shop,,"[58.5473373, 23.5903708]"
Al Musn,,"[58.5473244, 23.5903349]"
Trans World,,"[58.5460561, 23.5890564]"
Mashaba Star Solutions,,"[58.5460921, 23.5890713]"
Barber Shop,,"[58.4959996, 23.6198628]"
Laundry,,"[58.5491367, 23.6050899]"
Promotion & Marketing of Goods,,"[58.5490677, 23.6051455]"
Laundry,,"[58.3594474, 23.5954943]"
Only with permission!,,"[58.4545994, 23.6012628]"
Al habbar supermarket,,"[58.471936, 23.6082861]"
Muscat Music,,"[58.4594277, 23.6091018]"
Ladies Tailoring,,"[58.3816682, 23.5967865]"
Foodstuff,,"[58.3817007, 23.5968406]"
Barber Shop,,"[58.3798598, 23.5962142]"
Building Materials & Electrical,,"[58.3795645, 23.5961439]"
Barber Shop,,"[58.3713953, 23.5935574]"
Energy Music,,"[58.3706115, 23.5937389]"
Al-Naamani,,"[58.3773045, 23.5905643]"
Sayarti Tyre Centre,,"[58.3641565, 23.5915647]"
Prossto,,"[58.3662416, 23.5941878]"
Stationary,,"[58.3668915, 23.5939485]"
Beauty Salon,,"[58.3665052, 23.5946014]"
Barber Shop,,"[58.3691056, 23.5958821]"
Balloons World,,"[58.3693048, 23.596416]"
Barber Shop,,"[58.3693187, 23.5964676]"
Choco Rose,,"[58.3630084, 23.5927833]"
Jasmine,,"[58.3631908, 23.5927948]"
Majan Light Travel,,"[58.3886995, 23.5932512]"
Hair & Beauty Parlour,,"[58.4069956, 23.6021652]"
Top up Shop,,"[58.4070971, 23.6021693]"
Sale of Vegetables & Fruits,,"[58.407247, 23.6021858]"
Ring Barber Shop,,"[58.3903989, 23.5930475]"
Ladies Tailor,,"[58.3938998, 23.5919824]"
Laundry,,"[58.3938529, 23.5919881]"
Barker Shop,,"[58.3927567, 23.6004667]"
Barker Shop,,"[58.3926583, 23.6004895]"
Ladies Tailoring,,"[58.3924509, 23.6005136]"
4 Seasons Integrated,,"[58.3922172, 23.6005653]"
Laundry & Dry Cleaning,,"[58.3921805, 23.6005725]"
Sale of Foodstuff,,"[58.3920834, 23.6005797]"
Orchid,,"[58.3879983, 23.5935554]"
Book Shop,,"[58.3884375, 23.5933187]"
Sale of Vegetables & Fruits,,"[58.3887598, 23.5932196]"
Boutique Vibes Fashion,,"[58.4240051, 23.5944078]"
Aldyafa For Omani Food Only Family,,"[58.4242433, 23.5938758]"
Marina,,"[58.4242451, 23.5938349]"
Barber Shop,,"[58.4242522, 23.5937647]"
Photo Shop,,"[58.4239973, 23.5937206]"
Elite Gents Saloon,,"[58.4240069, 23.5943273]"
Sport One,,"[58.4240101, 23.594218]"
Designing & Printing,,"[58.4240036, 23.5935915]"
Rayana,,"[58.4240027, 23.593545]"
Asso Light Furnishing,,"[58.4240019, 23.5935]"
Al Shabab Barber,,"[58.4238994, 23.593488]"
Istanboly Barber Shop,,"[58.4237662, 23.593488]"
Sultan Opticals,,"[58.4279655, 23.591519]"
Fine Fair,,"[58.4277544, 23.5909486]"
Magical Express Dry,,"[58.4262899, 23.5878724]"
Al Kabeer Barber Shop,,"[58.4251838, 23.5877465]"
Ladies Tailoring,,"[58.4251795, 23.5876029]"
Modern Oman Bakery,,"[58.4240718, 23.5871959]"
Hairdressing & Beauty Salon For Women,,"[58.4229914, 23.586178]"
Al Arza Barber Center,,"[58.4229999, 23.5862469]"
Marine Limousine,,"[58.4230493, 23.586308]"
Life Dream Hair Fixing,,"[58.4228753, 23.5869796]"
Ladies Tailoring,,"[58.4270894, 23.5923178]"
Barber Shop,,"[58.4271078, 23.5923486]"
Al Khamis Shoes,,"[58.4285726, 23.5917292]"
White Circle Perfumes & Watches,,"[58.4296987, 23.5916]"
Sultan Optics,,"[58.4296243, 23.5916312]"
Al Amraat Pearl For Ladies Tailoring,,"[58.4295879, 23.5916335]"
Barber Shop,,"[58.4294053, 23.5915981]"
Silver Shadows,,"[58.4294018, 23.5910915]"
Al Maha,,"[58.4293458, 23.5910922]"
Razaz Sumail Trading,,"[58.4292976, 23.5910922]"
Erleel Muscat,,"[58.4288247, 23.5915905]"
Laundry,,"[58.4287628, 23.5915926]"
Al Khamis Shoes,,"[58.4285784, 23.5916065]"
Modern Capital Optical,,"[58.4305001, 23.5874009]"
Isfaman Decoration & Design,,"[58.4303997, 23.5874009]"
Tailoring,,"[58.4306232, 23.5874078]"
Ajmal Coffee Shop,,"[58.4400885, 23.5963591]"
Gravity Furniture,,"[58.4395383, 23.5954686]"
Delta Building Materials,,"[58.4382184, 23.5954846]"
DHL,,"[58.435889, 23.5954671]"
Al-Farhah,,"[58.4428486, 23.5891017]"
Beauty Gardens,,"[58.4432392, 23.5889361]"
Ladies Tailoring,,"[58.4297903, 23.5914887]"
Bakery,,"[58.429733, 23.5914883]"
Sale of Electronic & Ink Items,,"[58.4295036, 23.5913384]"
Barber Shop,,"[58.4295029, 23.591273]"
Ladies Tailoring,,"[58.4295036, 23.5912321]"
Auto1,,"[58.4312705, 23.5961973]"
Barber Shop,,"[58.4329142, 23.5926062]"
Mana House,,"[58.4328731, 23.5925402]"
Ladies Beauty Parlour,,"[58.432657, 23.5922258]"
Passion,,"[58.4167093, 23.575289]"
Pro Tech,,"[58.4165327, 23.5742174]"
CCHO Fruit Food,,"[58.4109552, 23.5571786]"
Ladies Tailoring,,"[58.3947252, 23.5378156]"
Mazaaq Al Mashawi Coffee Shop,,"[58.3947238, 23.538101]"
Barber Shope,,"[58.3947238, 23.5380152]"
Al Fajer Tea,,"[58.3990287, 23.548447]"
Ultimate Car Care,,"[58.3991528, 23.5486894]"
Tea Corner,,"[58.4019269, 23.557071]"
Elite Ceramic,,"[58.4027884, 23.5603875]"
Al Raya Furniture,,"[58.4028363, 23.5605963]"
O Mart,,"[58.4011979, 23.5583463]"
Snpwhite,,"[58.4012999, 23.558351]"
Pasha Projects,,"[58.4135924, 23.5768432]"
Dry Clean Station,,"[58.4105318, 23.574878]"
Al Walja Hotel,,"[58.5484582, 23.5911616]"
Med Solutions Center,,"[58.4455986, 23.6009171]"
Muscat Dental Specialists,,"[58.4455117, 23.6008485]"
Semsom,,"[58.45383, 23.6123684]"
La Mer Cafe,,"[58.4541239, 23.6116867]"
Shatti Qurum Medical Center,,"[58.4550434, 23.6094631]"
BIstro 64,,"[58.4629206, 23.6157712]"
Global Car Rental,,"[58.4620834, 23.6159482]"
Barbeque Nation,,"[58.4064489, 23.5904432]"
The Indian Nursery,,"[58.4040205, 23.5962409]"
Oman United Exchange,,"[58.405018, 23.5895134]"
Capital Pharmacy,,"[58.4016722, 23.5852467]"
Marina Restaurant,,"[58.4004319, 23.5919339]"
Restaurant,,"[58.4051273, 23.5916266]"
Coffee Shop,,"[58.5659523, 23.5926659]"
Car Wash & Polish,,"[58.5658088, 23.5927317]"
Coffee Shop,,"[58.5650006, 23.5921077]"
Perfect Coffee Shop,,"[58.5644025, 23.5923419]"
Restaurant,,"[58.5634997, 23.5914001]"
Coffee Shop,,"[58.5654117, 23.5915267]"
Coffee Shop & Grill,,"[58.5664792, 23.5763537]"
Coffee Shop,,"[58.5695633, 23.5696633]"
Restaurant,,"[58.5701487, 23.5744792]"
Koko Car Cleaning & Polishing,,"[58.570188, 23.5744204]"
Turkish Food,,"[58.5788094, 23.5659108]"
Eat Smart,,"[58.5521205, 23.5900544]"
Restaurant,,"[58.5512466, 23.5921517]"
Pizza Muscat,,"[58.550764, 23.5920451]"
Family Pharmacy,,"[58.5500745, 23.5929652]"
Restaurant,,"[58.5546366, 23.5867531]"
Car Cleaning & Polish,,"[58.5560655, 23.5859109]"
Car Cleaning and Polishing,,"[58.5586963, 23.5874784]"
Moder Blue Gulf,,"[58.5563229, 23.5897323]"
Coffee Shop,,"[58.5550506, 23.5882965]"
Arabian International Shipping & Logistics,,"[58.5554142, 23.5879575]"
Restaurant,,"[58.5563465, 23.5851651]"
Shops & Fast Food,,"[58.5480956, 23.5845599]"
Restaurant,,"[58.5460344, 23.5853506]"
National Bank of Oman,,"[58.5461395, 23.5851563]"
Harib Bank Limited,,"[58.5506644, 23.5874301]"
مستشفى المسرة,,"[58.6016241, 23.3346993]"
NAJD WATER COMPANY,,"[59.4329858, 22.633681]"
Abu Retaj Al Masroori Trd.,,"[59.4325931, 22.6018127]"
Shell,,"[59.4327051, 22.6020327]"
Rukan Coffee,,"[59.4812981, 22.603112]"
Al hashar Mosque,,"[59.4927788, 22.5898283]"
مسجد الشيخ زايد بن سلطان ال نهيان,,"[55.562456, 23.6403606]"
مدرسة الشيخ سيف بن حمد الأغبري للتعليم العام 4-12 بنين,,"[58.4716637, 22.9947613]"
QNB,,"[58.4025179, 23.5594007]"
Government School,,"[58.5637095, 23.580916]"
unknown,,"[58.5634998, 23.5818015]"
القاعةالمسجد الامام جابر ابن زيد,,"[58.5638761, 23.5832419]"
شركة صيدلية ابن سينا,,"[58.5639475, 23.586752]"
Kebab House,,"[58.5633342, 23.5863859]"
بنك مسقط,,"[58.5634126, 23.5870686]"
Coffee Shop,,"[58.5628958, 23.5876622]"
Studio,,"[58.5625854, 23.5880123]"
Al jama'a,,"[58.5628536, 23.5880718]"
شركة صيدلية مسقط المكتب الرئيسي,,"[58.5611335, 23.5892932]"
بنك مسقط,,"[57.2688741, 22.9479706]"
Bil'arab bin Sultan,,"[57.2869056, 22.9623499]"
بنك مسقط,,"[57.2918693, 23.111369]"
جناءن الحمراء,,"[57.2925183, 23.1209481]"
مدرسة الشيخ ماجد العبري,,"[57.2914182, 23.121874]"
مركز بهلا الصحي,,"[57.3262324, 23.016873]"
مطعم الشلال الإسطنبولي,,"[57.3084297, 22.9846337]"
حسام,,"[58.5965806, 23.5989736]"
Modern Exchange,,"[58.5394305, 23.6005617]"
Al Exandria Restaurant,,"[58.5397572, 23.5991344]"
Tandoori Indian restaurant & takeaway,,"[58.1102109, 23.4635646]"
Al Baha restaurant,,"[58.4288576, 23.5901724]"
مقهى,,"[58.3257502, 23.5880597]"
صراف بنك مسقط,,"[58.3242534, 23.5840714]"
Coffee Shop,,"[58.144331, 23.5881658]"
Coffee Shop,,"[58.3797642, 23.5960113]"
HSBC,,"[56.5470343, 23.5912787]"
Spicy Village,,"[58.2508512, 23.5856385]"
مجمع ارض ال,,"[58.4028748, 23.5971341]"
مركز وادى العين والهجر الصحى,,"[56.9496351, 23.2102713]"
Oman Oil,,"[56.8542065, 23.0580454]"
المها,,"[56.9249616, 23.0198788]"
مسجد سعد بن معاذ,,"[58.155135, 23.6683221]"
بنك عمان العربي,,"[58.2142837, 23.6515055]"
جامع السلطان قابوس,,"[58.5415406, 22.7050913]"
مركز شرطة ابراء,,"[58.5465813, 22.69991]"
Ladies Market,,"[58.5451642, 22.6928923]"
Awafi Coffeeshop,,"[58.5455993, 23.5858056]"
City Tea,,"[58.5458422, 23.585432]"
مركز النجاح,,"[58.5443414, 22.6940349]"
بشرى الخير,,"[58.5499951, 22.692809]"
سوق ابراء السياحي,,"[58.5444358, 22.6918557]"
Tropical,,"[58.3636861, 23.5933718]"
Pizza Hut,,"[58.3636917, 23.5935431]"
Star Coffee House,,"[58.3895383, 23.5929486]"
Ice Cream & Fresh Juice,,"[58.4071868, 23.6021846]"
مقهى الزيتون,,"[58.3928745, 23.5375997]"
Coffee Shop,,"[58.4207086, 23.5908903]"
Purhsottam Kanji Exchange,,"[58.4280714, 23.5911399]"
Lama Polyclinic,,"[58.422361, 23.5867215]"
Muscat Caravan,,"[58.4254323, 23.5856864]"
Sparkles Ladies Cafe,,"[58.4252352, 23.5856877]"
Coffee Shop,,"[58.4309958, 23.5874068]"
Photo Express,,"[58.4298346, 23.5916715]"
Pinoy Chix,,"[58.4292242, 23.5922938]"
Cafe Turqoise,,"[58.4297291, 23.5925791]"
Food Palace,,"[58.4159233, 23.5737263]"
Sultans Grills & Shakes,,"[58.4164985, 23.5741388]"
Eat Smart,,"[58.402292, 23.5585055]"
Creativity Pharmacy,,"[58.4025407, 23.5595147]"
Sale of Food Stuff,,"[58.3839108, 23.5342778]"
D'Arcy's Kitchen,,"[58.462888, 23.6162643]"
BankMuscat,,"[58.406114, 23.5906116]"
American Lycetuff,,"[58.4428933, 23.6006646]"
Golden Crown,,"[58.407177, 23.5918263]"
Mustafa Sultan Exchange,,"[58.4057041, 23.5902282]"
Healthy Life Clinic,,"[58.4016951, 23.5852929]"
Al Khaleej al Arabi,,"[58.4005466, 23.5919409]"
Pure Food,,"[58.3997595, 23.5926005]"
Hot Plate,,"[58.5636765, 23.5802172]"
Coffee Shop,,"[58.560757, 23.5942131]"
Cleaning & Car Polishing,,"[58.5623777, 23.58876]"
Coffee Shop,,"[58.5650409, 23.580842]"
Delma Restaurant,,"[58.5650396, 23.5785247]"
Restaurant,,"[58.5664295, 23.5763631]"
Chicking,,"[58.5512532, 23.593498]"
Restaurant & Coffee Shop,,"[58.5522879, 23.5928918]"
Oman Development Bank,,"[58.5517115, 23.5939873]"
Oman UAE Xchange,,"[58.55304, 23.5897238]"
Khimji Pharmacy,,"[58.5529591, 23.5897064]"
Tabaq,,"[58.5498698, 23.5933838]"
Restaurant & Coffee Shop,,"[58.555948, 23.5867777]"
Restaurant,,"[58.5547085, 23.5869381]"
European Kitchen,,"[58.5499038, 23.5858773]"
Mazoon Pharmacy,,"[58.5496879, 23.5866436]"
قاعة الصلاة,,"[58.5409457, 23.5862504]"
مسجد,,"[58.541513, 23.5859221]"
مقهى - صحراء مسقط للتجارة,,"[58.5417094, 23.5878517]"
Restaurant,,"[58.541546, 23.5876037]"
Al-Shariq,,"[58.497028, 23.6198474]"
مسجد الحاج لالوه,,"[58.5577685, 23.6136805]"
Mutrah Municipality Market,,"[58.5617589, 23.6163157]"
مطعم علي جمعه,,"[58.55806, 23.622674]"
Coffee Shop,,"[58.5592254, 23.623819]"
Cafe Camilia,,"[58.5593413, 23.6238451]"
Drinking water tank,,"[58.5600129, 23.6231658]"
Bank,,"[58.5908067, 23.614495]"
Bait Al Luban Restaurant and Patisserie,,"[58.5941237, 23.6113357]"
The Beauty Factory,,"[58.4095571, 23.573159]"
Barber Shop,,"[58.4095558, 23.5731311]"
Flamingo Design,,"[58.4095331, 23.5730813]"
Oringoo,,"[58.4094288, 23.5731018]"
Super Market,,"[58.4099467, 23.573022]"
Gaming Planet,,"[58.4551391, 23.6094827]"
Steamtech & Co,,"[58.4602584, 23.6114182]"
Universe Travel & Tours,,"[58.4060358, 23.5900399]"
Ladies Tailoring,,"[58.4059286, 23.5911855]"
Digital Press,,"[58.4058914, 23.5911273]"
Eleven,,"[58.4057179, 23.5910705]"
Al Wazah Trading,,"[58.4057971, 23.5903276]"
"Sale of Carpest, Curtains & Furnishings",,"[58.4057769, 23.590302]"
Sale of Omani Halwa,,"[58.4057552, 23.5902864]"
Al Nawraw Opticals,,"[58.4049553, 23.5894531]"
Laundry,,"[58.4049247, 23.5894223]"
Silver,,"[58.4047138, 23.5891996]"
Al Hamadi Trading,,"[58.403711, 23.5892864]"
